text,label
Justice for 89-year-old Asian American Hate Crime Victim,unclear
India - Immediately Designate Private Hospitals as COVID Govt Hospitals Until COVID clears,pro-mitigation
Save the saviors,pro-mitigation
Save John Lewis Peterborough,unclear
Reduce the 4700 rm quarantine charges or home quarantine for international students.,anti-mitigation
Shut Down All B​.​C Schools Due To Covid-19,pro-mitigation
Hold Town Sports International Holdings financially liable for holding accounts COVID-19,unclear
Reduce OSU tuition-and-fees cost in response to COVID-19 and remote learning changes,pro-mitigation
Government must honor Doctors & Frontline Workers who died as Covid Warriors with medals.,pro-mitigation
RECALL TEXAS GOVERNOR GREG ABBOTT,unclear
A second stimulus check for Americans!,unclear
"COVID-19 Single parents and guardians of minors must not work, the government must cover t",pro-mitigation
Rapid testing for COVID-19,pro-mitigation
uOttawa Make Pass/Fail an Option for Classes the Winter Semester due to COVID,pro-mitigation
Null and void the Premier League,unclear
Free public transport for NHS staff to accompany 1% pay rise,pro-mitigation
PM please give immediate COVID Insurance cover to all NHS staff,pro-mitigation
SAY NO TO OSHA PROPOSED PERMANENT RULE,unclear
(NTU) - Viewing of results before deciding to S/U,unclear
Language Education in the Time of COVID-19,unclear
COVID-19 Test Kits,unclear
COVID 19 IN PRISON,unclear
Get Waled Home,unclear
Make pass/fail available for Mississippi State Students for the 2020-2021 academic year.,unclear
Governor Doug Burgum to Issue Mandatory Shelter-in-Place Order,unclear
Early release due to covid 19,unclear
Medical professionals need protection and gear to fight Covid 19 !,pro-mitigation
"Save Gilroy Recreation - Theater, Aquatics, Preschool, etc.",unclear
Class of 2020 to get their certification,unclear
Calling for Disability- Inclusive Response to Covid-19 Pandemic in the Philippines,unclear
Open the 2020-2021 School Year Traditionally in Shasta County,unclear
Save the Enhanced Nursery School Operating Grant!! Say NO to Proposed Amendment to Regs!,unclear
Cancel the STAAR test for the 2020/2021 school year,pro-mitigation
Justice For Dr. Susan Moore,unclear
Extend Winter Break for Brock Students,pro-mitigation
Get American crew members home!,unclear
RAISE PSW WAGES TO $25​.​00/HOUR,pro-mitigation
COVID-19  Dance Studio Industry Economic Hardship,unclear
Support More Testing for Covid,pro-mitigation
UBC Partial Tuition Refund,unclear
Close China’s wet market permanently,unclear
#SaveOurYouth,unclear
Tuition Adjustments Due to COVID-19,unclear
Ensure Education. STOP HIKE in School Fee for 2020-2021 #COVID-19,unclear
Cancel 10th Gujarat Board Exams,unclear
Cancellation of all University assignments and exams due to instability caused by COVID-19,pro-mitigation
NEU- CLOSE CAMPUS AND START ONLINE TEACHING,pro-mitigation
NOW reinstate all facial treatments from behind and to the side of the face.,unclear
Equestrian Riding relief,unclear
UWC must call off university!,unclear
Cancel Okanagan college  Classes due to COVID-19,pro-mitigation
Request To Have the Option to Make WFU Spring 2020 Classes Pass/Fail Due to COVID-19,pro-mitigation
Stop tourism to the Isle of Wight during the Covid 19 outbreak,pro-mitigation
No profit on Covid-19!,unclear
Cancel rent payments for international students during Covid 19,pro-mitigation
Tuition and Fee Refund for Campus Services Not Provided Due to COVID-19,pro-mitigation
SE PODRÍAN HABER EVITADO LAS MUERTES POR COVID-19 EN TODO EL MUNDO,pro-mitigation
Make Regis University close its doors now.,unclear
Post Natal Massage Service as Essential Services,unclear
Cancellation of RTU Final Semester Examination,unclear
HPU MUST Allow Housing/Dining Refunds if COVID-19 Impacts Fall 2020 Semester,pro-mitigation
"20 per studio classroom, rather than 20 per premises - if deemed safe.",pro-mitigation
VicRoads refund rego and TAC charged during covid restrictions.,unclear
"Grant emergency Bond due to the global pandemic of COVID-19, for Qamar Williams / Q money",pro-mitigation
Create a Covid-19 relief package for informal waste pickers of Delhi,pro-mitigation
Take proactive action to mitigate COVID19 in Ethiopia,pro-mitigation
Stellenbosch University to Implement Online Examinations,pro-mitigation
No Schools Till Corona Ends...,unclear
Recreation Boating During Stay At Home,pro-mitigation
Chancellor Carranza - Don't Take Counselors Away From Students in the South Bronx,unclear
UK Legalisation & Taxation of Recreational Cannabis to help fund COVID-19 aftermath,unclear
COVID-19 - Free streaming services for quarantine,pro-mitigation
Help stop the deportation of the Ferreira family during a global pandemic.,anti-mitigation
Make masks mandatory for public settings in the Region of Waterloo.,pro-mitigation
Pay Health Care Students On Placement,unclear
Support private nurseries through Covid-19,pro-mitigation
cancel school due to the water boil order and COVID 19,pro-mitigation
A Twin Crisis- Gentrification & Covid Destroying Black Business In Harlem,unclear
Extend the Winter Break at UFV,pro-mitigation
TAX RELIEF FOR NEW JERSEY RESTAURANTS & SMALL BUSINESSES FROM SHUTDOWN DURING COVID-19,unclear
Orange County Schools Must Follow CA State Guidelines For Re-Opening,pro-mitigation
Cuomo and de Blasio Must Close all school buildings in NYC NOW!,pro-mitigation
Why final year exams shoudn't be Conducted #promote final year students,unclear
Offer Unconditional Citizenship to ALL non-British NHS Workers,unclear
We Must Ensure The Safety of Our Children,unclear
Riconosciamo alla Scuola il suo ruolo di tutela della Salute biopsicosociale,unclear
Yarra Valley should be classified as rural for Covid-19 restrictions purposes,pro-mitigation
Suspend Rent & Mortgage in Connecticut during COVID-19,pro-mitigation
NYC TRANSIT WORKERS DESERVE HAZARD PAY,unclear
Covid-19 Safety for Dental Practitioners and Patients in Colorado,pro-mitigation
Call for Peter Weir to resign,unclear
Temporarily Force Close Restaurants in the U​.​S to stop the spread of Covid-19,pro-mitigation
Covid-19 Pandemic Unemployment Payment for Cross Border Workers,unclear
Seek Justice for Brutal Massacre of 5 Afro-Colombian Teenagers,unclear
Ban the Use of Tear Gas on Peaceful Civilians & Protestors,unclear
COVID-19 : Guarantee people's heat and power,pro-mitigation
Create a COVID-19 testing spot on South Campus,pro-mitigation
Protest Against Covid Return Travellers at Tamworth NSW Australia,pro-mitigation
Close Humber College (COVID-19 / Coronavirus),pro-mitigation
"The IRS Is Holding Thousands Of Falsely Flagged Tax Refunds, During Covid-19 Crisis!!!",unclear
Henry County Shelter in Place for Covid-19,pro-mitigation
Schools to charge only 50% and No fees for lockdown period. Also No Vaccine No School.,pro-mitigation
Boots to send all non essential staff home amid Covid-19 safety measures,pro-mitigation
Reduce UCI Student Fees During Remote Instruction,unclear
Government packages and assistance for Music Fraternity in COVID 19 PANDEMIC.,pro-mitigation
Relief Funds for Freelance + Contracted Workers,unclear
Small Business COVID-19 Support,unclear
UW Admin create a one-credit class so international students can stay in the US,unclear
Distinction des cas de Covid-19 entre la Gaspésie et les Iles-de-la-Madeleine,unclear
Aprite le palestre di arrampicata,unclear
Stop TFL from removing free travel for under-18s,unclear
Reduce Canadian Deaths from Covid-19 and Support Canada with Social Distancing and Testing,pro-mitigation
誰ひとり取り残さない。新型コロナウイルスの影響に伴う収入減少に対し、この国に生きる全ての人に所得補償を!,unclear
Partial refund for 2nd semester fees from Kuwait private schools due to COVID19 closure,pro-mitigation
Postpone Class of 2020 CBE Graduation Ceremonies,pro-mitigation
Tell Doug Ford Critical care is not Elective care. Help our daughter to  get her surgery!,unclear
COVID-19 outbreak in Clinton County Detention Center,unclear
DEMAND NCSU to release a statement and action plan to support their international students,unclear
Resignation of Tedros Adhanom Ghebreyesus - The WHO Director General,unclear
Justin Trudeau: Do Not Test COVID immunizations on Indigenous Canadians!,anti-mitigation
Set up makeshift crematoriums and designate more burial grounds for COVID victims’ dignity,unclear
Revoke retroactive fees,unclear
"Allow students to alter, delay or annul their tenancy agreements because of COVID-19",pro-mitigation
Release Grace from Groves HS from Jail,unclear
We Want Justice! We Want Peace!,unclear
"Defy COVID 19: save zoo, stables, farm & stray animal war-refugees in Yemen",anti-mitigation
Close school campuses in Fremont Unified School District to avoid spreading COVID-19,pro-mitigation
Re-classify Fitness Centers as an Essential Business,unclear
"After serving 25 years , I can die from Covid-19, because I am still incarcerated.",unclear
Request To Make GMU Fall 2020 Classes Pass/Fail An Option Due to COVID-19,pro-mitigation
CT Students Go Back To School Without Masks or Social Distancing,anti-mitigation
Allow individual water sport participants in South Africa to access the ocean.,unclear
Cut Carbon Emissions by 50% in 2030 and Reach ZERO emissions by 2050!,unclear
Demand CA EDD accountability for Unpaid unemployment claims due to Covid 19 measures.,anti-mitigation
Suspend in-person instruction at UC Merced to prevent exposure to COVID-19,pro-mitigation
نطالب وزارة الاتصالات اللبنانية بزيادة سعة الإنترنت وسرعته وتخفيض الأسعار خلال أزمة كورونا,pro-mitigation
Modify SIT's Exam and Grading Policy due to COVID-19,unclear
CLOSE DOWN ALL EDUCATIONAL INSTITUTIONS!,pro-mitigation
Request CWU To Make Online Classes/Finals Available Due to COVID-19 Deaths In WA State,pro-mitigation
Ensure health workers have enough PPE during Covid-19 to remain safe,pro-mitigation
ECFMG Certification during COVID 19 Crisis,unclear
Help for Special Needs Family during COVID,pro-mitigation
Demand Louisiana Gov. Edwards take action to reduce the prison population during Covid-19,pro-mitigation
Demand SF City Gov’t Responds To Homeless and Crime CRISIS,unclear
Stop ICE from sending international students out of the country!,pro-mitigation
Restore Youth Hockey,unclear
The Ghanaian-Canadian Association of Ontario needs your support!,unclear
Shut down FISD schools to prevent COVID-19 spreading,pro-mitigation
Hazard pay for X-ray tech at St Mary’s Hospital,unclear
Declarar pandemia por parte de la OMS | Make official WHO pandemic status - Covid-19,unclear
UVM students demand partial tuition and housing reimbursement,unclear
Kids First! Let NM kids practice outdoors sports!,anti-mitigation
Forgive Student Loans for Nurses working during COVID-19,unclear
WITHDRAW EIA DRAFT 2020,unclear
#COVID19 CHIEDIAMO CHE TUTTI RESPONSABILI SIANO GIUDICATI DA CORTE INTERNAZIONALE PENALE,pro-mitigation
Nintendo should release Animal Crossing: New Horizons early due to the coronavirus,unclear
COVID-19 Remembrance and Lessons Learned/COVID-19 Commémoration et Leçons Apprises,unclear
Close all daycares in British Columbia to stop the spread of COVID-19,pro-mitigation
Close UBC Campus to Prevent the Outbreak of COVID-19,pro-mitigation
Recruitment of Public health officers and public technicians for UHC and prevent COVID 19,pro-mitigation
Federal Student Loan Forgiveness for All,unclear
Free Ashley Diamond,unclear
Resignation of Jay Baker,unclear
Wake up Bihar ( COVID - 19),unclear
Demand NBC pull Trump Town Hall 10/15,unclear
Pennsylvania Schools to Void 3/4th Quarter Grading and Allow All Student to Pass 2019/2020,unclear
Revise Francis Parker School's Covid-19 Teacher Policies,unclear
Shut Down Illinois Due to the Public Health Threat of Covid-19,pro-mitigation
Cancellation of medical exams covid-19,anti-mitigation
#ShutDownMASS to minimize the spread of coronavirus,pro-mitigation
The University of Michigan community needs a better testing plan,pro-mitigation
Hold Trump Accountable For Misleading Of Covid-19,pro-mitigation
Keep Austin Building Safely During Covid-19 Shelter In Place Order,pro-mitigation
Insurance Companies deny therapy to children for PT/OT/ST during global COVID-19 pandemic.,anti-mitigation
Recognize and Demarcate Orthodontic Procedures Separately from Other Dental Procedures,unclear
Close BC Schools to slow the spread of COVID-19,pro-mitigation
Postpone/Cancel the AP Inter-board exams.,pro-mitigation
Save EasyJet jobs.,unclear
Poor street dog raped by strangers during Covid -19 Lockdown,unclear
Save Manchester's historic Belle Vue Stadium,unclear
Fermiamo il calcio! [ITA-ENG] ~Covid-19,unclear
Expand Screening to Stop Covid-19 from Becoming an Epidemic,pro-mitigation
Teachers For Good Trouble - Stop Standardized Testing During COVID-19 Pandemic,pro-mitigation
Stop pig slaughterhouse at Ballymoney NI; save pigs and local community from proposed hell,unclear
Help the 99% Recover from COVID-19 Crisis,pro-mitigation
"Coordinación supranacional ante el COVID-19
Supranational coordination against COVID-19",pro-mitigation
Suspend Rent and Mortgage payments in California during COVID-19,pro-mitigation
Postponement and/or cancellation of all examinations in light of the COVID-19 Pandemic.,pro-mitigation
Engage for a better world after COVID-19 (#Engage4Better),unclear
Release low risk delaware prisoners due to covid-19 outbreak,pro-mitigation
"Artists, Creators, Tattooists, Musicians and Sole Traders need your help!",unclear
Halt the planned cuts to West Sussex Children and Family Centres,unclear
Revoke CEWS funding from anti-choice and hate groups,pro-mitigation
2020 Graduation after COVID-19,pro-mitigation
Petition for a public enquiry into unlawful Dáil procedure regarding covid 19 legislation.,anti-mitigation
Please change BC COVID 19 testing measures ASAP,unclear
Government of British Columbia: Do not single out hairstylists in phase two.*,unclear
No school for all Allen ISD during the Coronavirus (COVID-19) Outbreak,pro-mitigation
Exempt the non-EU students from paying the tuition fee of SS due to the Covid - 19 crisis.,pro-mitigation
40% to 50% REDUCTION IN TUTION FEES,unclear
BCIT STUDENT’S REFUND DUE THE COVID-19,unclear
Appeal for Urgent Action on the Attacks Against the CPA and its Leaders,unclear
#saveProjectSPELL,unclear
Abolish quarantine rule to enter Sarawak #malaysiaformalaysians,anti-mitigation
SUPPORT CARE HOMES DURING COVID-19 & AFTER,pro-mitigation
Exclude kids from the ‘rule of 6’ law in England.,unclear
#NUStopOnlineClassesNow #WalangIwananNationalian,unclear
Hazard Pay for Lassens employees during COVID-19 Outbreak,pro-mitigation
Tell Emory University to stop torturing nonhuman primates!,unclear
Let foreign doctors help us fight COVID-19!,pro-mitigation
Allow Parents the option to keep children off school during covid 19 crisis,pro-mitigation
CANCEL ICSE BOARD EXAMS 2021 DUE TO COVID-19,pro-mitigation
MAKAUT need to close WB colleges due to effect of COVID-19.,pro-mitigation
UNISA STUDENTS DEMANDING THE REMOVAL OF THE LAST MINUTE IMPLEMENTATION OF THE IRIS SYSTEM!,unclear
"Change Diet, Save Lives",unclear
Urgent Government Support For The Hospitality Industry,unclear
"支持將「中華航空」正名為「台灣航空」Call for Petition of Rectifying “China Airlines” with “Taiwan Airlines""",unclear
Hazard Compensation For Covid-19 Pandemic,unclear
Urgent Strict Measures to Counter Coronavirus Spread and Increase Public Education,pro-mitigation
Google: Include the entire Caribbean in YouTube's Partner Program,unclear
Testing for COVID 19 in NHS medical professionals showing signs and symptoms,pro-mitigation
Close the CUNY Hunter College campus due the spread of COVID-19,pro-mitigation
Allow Visitors for MA Patients During Covid-19,anti-mitigation
S​.​E​.​N Schools to shut in the UK amid Covid 19 outbreak,pro-mitigation
"For Immediate Resignations: Michael Rembis, Debbie Walsh, Gary Kienbaum and Lisa Paulson.",unclear
Start Community Testing: COVID-19 NEPAL,pro-mitigation
Make sure all staff in hospital have face masks,pro-mitigation
Grant Diploma Privilege for 2020 Texas Law School Graduates,unclear
Mental Health Stability Amongst Student Body,unclear
PROTECT INCARCERATED COMMUNITIES FROM COVID-19,pro-mitigation
Keep COVID-19 Arrestees Out of Waiʻanae,pro-mitigation
HAZARD PAY FOR TRANSIT WORKERS,unclear
An Immediate Decrease in UArts Tuition for 2020-2021,unclear
Implement COVID-19 Precautionary Measures,pro-mitigation
Close the PA border to people who live out of state.,pro-mitigation
#JusticeforShoni: fix Thembisa Hospital and save lives,unclear
Immediate Aid Package for San Francisco SMBs (Small and Medium Businesses),unclear
"Under attack at NYU, Mark Crispin Miller needs your support for academic freedom",anti-mitigation
Allow PAYE freelancers to receive the UK government's COVID-19 self employed grant,pro-mitigation
AN ACCESSIBLE WASHROOM for DISABLED FANS--Toronto Maple Leafs and Raptors,unclear
Release community custody inmates with 6 months or less on supervision due to COVID-19,anti-mitigation
Support UNPAID Student Nurses helping to fight Covid-19 Pandemic,pro-mitigation
Refund UIC Students for Tuition Costs,unclear
Close Pratt Institute-Main Campus due to COVID-19 Death in NYC,pro-mitigation
Kitas & Schulen verlässlich öffnen: Bundesweite Bildungs- & Betreuungsgarantie 2021,anti-mitigation
Exception for Drive-In Movie Theatres during Covid-19 restrictions.,anti-mitigation
Il vaccino antinfluenzale ha aumentato i rischi da COVID-19?,unclear
Save Rose of Sharon Korean LTC from for-profit Rykka,unclear
CAIE should allow Students of Pakistan for Teacher Assessemnt like UK for O/A Level 2021,unclear
Lower University of New Mexico Fall 2020 Tuition,unclear
Demanding a Student-Centered Response from SUA to the COVID-19 Epidemic,pro-mitigation
Citizens should be allowed to leave Australia without requiring permission.,anti-mitigation
Grant of RESIDENCE AMNESTY FOR ALL MIGRANT WORKERS CURRENTLY IN NZ.,unclear
Private daycare/schools to credit/refund parents for service not rendered due to covid-19,pro-mitigation
Separate Muskoka From Simcoe For Covid Response Regions,pro-mitigation
Minimum 3​.​1% Pay Rise to NHS workers.,unclear
Equal Government Support for Newly Self Employed - Covid 19,unclear
Allow a nominated family member to enter care homes during a lockdown the same as staff do,anti-mitigation
Retain contract pharmacists in Ministry of Health (MOH)!,unclear
Bengaluru Green Cover reduced from 70% to 3%.   SAVE Bengaluru's TREES!   STOP ECOCIDE!,unclear
"Dear PIAA, Please Do Not Terminate Our Sports Seasons!",anti-mitigation
Expand Unemployment Insurance Eligibility for Education Support Professionals,unclear
To include Traditional and Complementary Medicine (T&CM) as essential service,unclear
Reduce the cost of paying for online education in Cyprus (during the COVID-19 quarantine),pro-mitigation
WIRED not Wireless; NO HOTSPOTS or Antennas added to CA Schools during COVID-19,unclear
"Governor Greg Abbott: Suspend Rent, Mortgage, & Utility Payments During Covid-19 crisis",pro-mitigation
Open Rhode Island & End All Executive Orders May 9th.,anti-mitigation
Postpone Oklahoma State University Spring 2020 Commencement,pro-mitigation
"Save Our Studios.
Reclassify dance studios in the California Covid re-opening strategy.",unclear
RRISD Students Request Covid Safe Traditional Graduation Ceremony,pro-mitigation
Suspend rent and mortgage payments during Covid 19 pandemic South Africa,pro-mitigation
Locals Only Recreation Initiative for Placer and Nevada Counties,anti-mitigation
Directors to be equally helped Just as self employed have been.,unclear
Allow Nursing Students to graduate despite clinical hours,unclear
Pass the bill to prohibit child marriage in the Philippines. #ENDChildMarriage,unclear
Petition for MIT Administration to Take Action against On-Campus Spread of COVID-19,pro-mitigation
Change the inhuman Care Home Covid visiting restrictions,anti-mitigation
Support Cheerleaders and Dance in 2021,unclear
Financial compensation(hazard pay) for essential workers during covid-19,pro-mitigation
Save Gymnastics Clubs in Ontario!,unclear
#cancelboardexams,unclear
Ask Gov. DeSantis to Stop the unfair treatment of Vacation Rentals!,unclear
Place a moratorium on 1080 poisoned food drops & divert funds to save lives from COVID-19,pro-mitigation
American Airlines Should Waive ALL  Change/Cancellation Fees Amidst COVID-19 Outbreak!,pro-mitigation
To Stop COVID-19: Contact Trace and Test!,pro-mitigation
HELP IRANIANS TO RECEIVE MEDICAL SUPPLIES TO FIGHT COVID-19,pro-mitigation
Get Covid-19 Vaccines for Doctors,pro-mitigation
Allow F-1 and M-1 students with valid visas to stay in the United States,unclear
"Northern and southern European countries solidarity, opinions of non-political citizens",unclear
Cancel 2021 CBSE Board exams due to COVID-19,pro-mitigation
Canadian Federal Government: Give More Support to Canadian Airlines and their Employees,unclear
Universal living wage for all ad-hoc agency workers during the covid-19 crisis,unclear
Brainware University need to close College due to effect of COVID-19.,pro-mitigation
Whittier Council Member Jessica Martinez: Recuse Yourself from Immigrant Relief Lawsuit,unclear
Allow parents to temporarily home educate without being penalised during Covid-19 outbreak,pro-mitigation
There will be a day AFTER COVID-19.  Help us change the way leaders lead.  Everywhere.,unclear
Close Madison City Schools due to COVID-19,pro-mitigation
Mthuli Ncube to remove 2% charge from all electronic money transactions #Covid-19 period,unclear
Partially Refund Loughborough University Tuition Fees,unclear
Proper equipments and facilities for Arunachal Pradesh to tackle Covid-19,pro-mitigation
Humber College should reduce tuition fees for classes recently made online due to COVID-19,pro-mitigation
South Dakota State University pass or fail students -COVID-19,unclear
Tim Walz: Support to-go wine & beer sales for the restaurant industry during COID-19,anti-mitigation
Demanding permanent employment for contract workers in M'sia Gov! #WeAreFrontliners,unclear
Rescind the Acceptance of racist Drew Dollar into LSU,unclear
Postpone All Entrances and ExamsDuring Current Situation of Covid-19.,pro-mitigation
We Texans demand that Ted Cruz resign.,unclear
LET US IN! Adjust The Nursing Home Visitation Policy due to Covid 19,anti-mitigation
COVID-19 Landlord Support,pro-mitigation
Cancellation of STPM Semester 2 examination 2020,pro-mitigation
Immediate & Unconditional Release of Jawar Mohammed & All Oromo Political Prisoners,unclear
Close non essential warehouses Covid-19,pro-mitigation
Revise the Academic Calendar & Suspend the Online Classes throughout COVID-19 crisis,anti-mitigation
ASHA dues should be WAIVED for 2020!,unclear
Cancellation of Lebanese Official Exams for 2020/إلغاء الإمتحانات الرسمية اللبنانية ل-٢٠٢٠,pro-mitigation
Hazard pay for essential employees working with the public during the covid-19 pandemic.,pro-mitigation
Stop children being weighed in school without parental consent,unclear
Allow Visitors for Covid-19 Patients,anti-mitigation
Exigimos acciones de control y salud en la Reserva Natural de La Parguera,pro-mitigation
Get CoVID Vaccines to Nepal ASAP and prevent a humanitarian disaster,pro-mitigation
Compensate Essential Workers,pro-mitigation
Amend Recent COVID-19 Restrictions for Personal Care Services in London-Middlesex from,anti-mitigation
Petition against COVID-19 & Quarantine Bill: Say NO! to abuse of power and human rights.,anti-mitigation
KCL Has Coronavirus Case: Petition to Have Online Classes by March 9th,pro-mitigation
School safety.,pro-mitigation
NCAA Covid-19 Eligibility Relief,unclear
RI State schools to STOP charging campus fees when classes are online.,pro-mitigation
Let these military pets come home!,unclear
Texas State: Cancel all online class fees.,unclear
Vermeiden von Pandemien - Schließung chinesischer Tiermärkte,pro-mitigation
Help SJSU Students Cancel Their Lease at The Grad in the Middle of COVID-19 Outbreak!,pro-mitigation
Suspend mortgage and rent payments during Covid-19 crisis in New Jersey,unclear
COVID-19 Response to Support Families with Disabled Children,unclear
Save Roma St Parklands,unclear
Guarantee UEA Final Year Students A Graduation Ceremony,anti-mitigation
Uber’s “ Clean Air Fee” to be paid to Uber Drivers as Emergency Situation ( COVID-19 ),pro-mitigation
End Brookings City Council COVID Policies,anti-mitigation
Make Google Education Services available for Iran,unclear
Queens Park Allotment Covid-19,unclear
Close UO Eugene Campus due to COVID-19 Death in Washington and New Cases,pro-mitigation
Life-saving measures to protect Louisiana Prisoners from COVID-19,pro-mitigation
Require Face Masks in Idaho Shared Public Spaces,pro-mitigation
Give Stanford Graduate Students Housing Flexibility w/COVID-19 Concerns,pro-mitigation
Allow International Students to stay in the U​.​S. even with institutions going online,unclear
Close schools over coronovirus,pro-mitigation
Tax relief for key worker during Covid-19 crisis,pro-mitigation
Grant all illegal migrants leave to remain in Ireland.,unclear
Allow Dorset Council powers to limit tourists and protect our local NHS from a second wave,pro-mitigation
Bring back the six sports impacted by the St. Edward's University Athletics budget cuts,unclear
Break due to the Pandemic,pro-mitigation
Don’t forget Ltd company business owners during COVID-19,unclear
Provisional licenses for eligible  teens in MA who are affected by COVID-19 shut down.,pro-mitigation
EUA Approval From FDA For Rapid COVID-19 Tests,pro-mitigation
STOP oil drilling in The Bahamas,unclear
Delay reopening of Arkansas Public Schools because of COVID-19. Protect our children!,pro-mitigation
LockdownPakistan- economic losses now or disastrous economic and human losses later?,unclear
Protect pregnant healthcare workers in the UK from COVID-19,unclear
Save Altitude Trampoline Park in Spokane Valley,unclear
Hazard Pay for Security Officers as Fontliners during COVID-19 Pandemic,unclear
Heritage Golf & Country Club - don’t kill beloved local kangas!,unclear
Covid-19 shouldn't stop academic Justice,unclear
Tell Jim Justice to lock down West Virginia,pro-mitigation
GDC & CoreCivic Prisons Covid Release Must Happen Immediately: Save Our Loved Ones!!!,pro-mitigation
Bring back some flight services to Queenstown,anti-mitigation
Governor Raimondo: Allocate federal COVID-19 relief funds to save RI small businesses NOW.,pro-mitigation
CANCELLATION OF DU EXAMINATIONS,unclear
"Covid-19 Support for Entrepreneurs, Consultants & Gig Economy & Part-time Workers",pro-mitigation
Open Smaller Gyms in Ontario,anti-mitigation
Les 10 réclamations urgentes pour lutter plus efficacement contre le COVID-19 en Belgique,pro-mitigation
Let 27 North Residents Cancel Their Lease Contracts Amid COVID-19,unclear
Faith in our ADOM Schools,unclear
CoronaVirus - Coventry University deadline extension,pro-mitigation
To get the Summit Athlete Gift-Bags,unclear
"Cheerleading,  Dance and amateur sports clubs to be included in Covid 19 Announcements",anti-mitigation
University of San Diego changes courses to online due to the spread of COVID-19,pro-mitigation
Father is dying from Covid19 & Plasma is his only hope and hospital won’t give it to him!,anti-mitigation
Stop companies Profiteering from £120 Private Covid-19 Testing!,unclear
Suspend Mortgage & Rent Payments in Maryland During COVID-19,unclear
Yoga Studios Are Not Gyms,unclear
"Save the dagwood dog guy,",unclear
Stop all animal transports during covid-19,pro-mitigation
"ОСТАНОВИТЬ РЕПРЕССИИ, ОСВОБОДИТЬ ПОЛИТЗАКЛЮЧЕННЫХ И  ЗАДЕРЖАННЫХ ПО ПОЛИТИЧЕСКИМ МОТИВАМ",unclear
Ensuring the safety and Respect of healthcare professionals in current pandemic scenario,pro-mitigation
Indiana for the Safe Return to Schools,pro-mitigation
Close Chipotle during COVID-19,pro-mitigation
Keep children out of school during the COVID-19 crisis,pro-mitigation
Save the fitness Industry from the economic effect of Covid 19,unclear
Petition to Reopen NYS Gymnastics Clubs,anti-mitigation
Implement a No Detriment Policy for University of the West of England,unclear
"Suspend rent, mortgage and utilities bill of Texas",pro-mitigation
Ontario MRTs/DMSs united to get the respect/recognition we deserve. COVID-19 Pandemic Pay,pro-mitigation
#CancelofflineexamsinKA,pro-mitigation
Spotlight on NJ Unemployment Lag during Covid-19 Shutdown!,unclear
SAVE THE CUNY STUDENTS,pro-mitigation
Urging the CSWE to reconsider field practice hour waiver due to the government shutdowns,anti-mitigation
McConnell and Schumer: Make it Monthly Stimulus Checks & Support the #PeoplesStimulus,unclear
NSFAS should provide students with Laptops to study during this pandemic of COVID 19,pro-mitigation
Declare Digital Learning plan for Education deprived school children of Rural Maharashtra,pro-mitigation
No to abandonment,unclear
NJ edTPA COVID-19: WAIVE edTPA for Fall 2020 Graduates,unclear
National Poetry Library SOS #NPLSOS,unclear
Make Ryerson courses pass/fail,unclear
Petition for PDPU to take prevention against COVID 19,pro-mitigation
GOVERNMENTS TO BAN ALL WET MARKETS-STOP ANOTHER COVID 19 OUTBREAK,pro-mitigation
"Gov. Kemp, Save Lives, Let Our Cities Mask!",pro-mitigation
No Colleges until Zero Covid Case in the State or until Vaccines are out,pro-mitigation
Stop Sussex from Sacking their Staff! Covid-19,unclear
PROTECT  OREGON  INMATES  FROM  CORONAVIRUS (COVID19),pro-mitigation
Contra o FIM da Saúde Pública Federal no Rio de Janeiro,unclear
A year tax free after the pandemic for all key workers who had to work through covid 19,pro-mitigation
KEEP GYMS OPEN IN CT,anti-mitigation
President Rule in Bihar,unclear
Make Covid19 tests available to care staff working with vulnerable elderly people in care,pro-mitigation
Open Outdoor Youth Sports Activities in Massachusetts,anti-mitigation
Travel Ban on US & Europe,pro-mitigation
Make all UWL (online next because of Covid-19) classes pass or fail for this semester,unclear
Ask Concordia University to Suspend All In-Person Instruction,pro-mitigation
Major retail chains should provide free home delivery to those most at risk from Covid-19.,pro-mitigation
"Continue to Subsidize Child Care, in Texas, during the Covid 19 pandemic",pro-mitigation
Advice the government of Botswana to temporarily close down schools amid covid 19 outbreak,pro-mitigation
COVID BCG Vaccine must start in countries with highest cases of infections NOT in Africa.,pro-mitigation
Governor Jay Inslee to forgive Rent/Mortgage in Washington State for 90 days,pro-mitigation
ATTN Governor Baker- Open Mass Training studios and Personal Training Safely ASAP,anti-mitigation
Pace University Petition - COVID-19 Pandemic,unclear
Pay NYC substitute para professionals during COVID-19 School Closures,pro-mitigation
A plea to the Universities during the time of this Pandemic,unclear
CARTA PELOS POBRES!,unclear
NO NASHVILLE GOP CONVENTION,unclear
Support BGU Students during Covid-19,unclear
HELP NS Veterinary Clinics Stay Open‼️,anti-mitigation
SNP MP Margaret Ferrier resign after travelling to London with a positive COVID test,unclear
Start drive-through community-based COVID-19 assessment centres provided by our Labs!,pro-mitigation
Promotion Of AKTU College Students to Next Semester Without Exam.,unclear
"Guarantee PPE availability for healthcare workers, both in government and private sector",pro-mitigation
University of Guelph COVID-19 - Move Classes Online,pro-mitigation
Get Finals Moved to Online Due to Corona Virus (COVID-19),pro-mitigation
“Freeze Rent and Mortgages during Covid-19”,unclear
